helpfulness,correctness,coherence,complexity,verbosity,label,word_count,char_count,sentence_count,avg_sentence_length,unique_words,vocab_diversity,coleman_liau,list_count,paragraph_count,punctuation_count,reference_count,syntax_tree_depth,average_dependency_length,passive_voice_ratio,subordinate_clause_rate,noun_verb_ratio,adjective_ratio,adverb_ratio,pronoun_ratio,contraction_rate,average_word_length,hedging_frequency,discourse_marker_rate,style_score,format_score,wording_score,helpfulness_score,correctness_score,coherence_score,complexity_score,verbosity_score
4,4,4,3,4,LLM,370.0,2539.0,19.0,19.473684210526315,141.0,0.3810810810810811,16.180108108108108,0.0,12.0,51.0,0.0,9.0,2.8043478260869565,0.0526315789473684,0.2631578947368421,1.193181818181818,0.1347708894878706,0.0269541778975741,0.0539083557951482,0.0107816711590296,5.671159029649596,0.0053908355795148,0.0526315789473684,4.0,4.0,3.8,4.0,4.0,4.0,4.0,3.5
2,2,4,1,2,Human,155.0,1023.0,9.0,17.22222222222222,84.0,0.5419354838709678,14.347096774193542,0.0,4.0,26.0,0.0,10.0,2.9775280898876404,0.2222222222222222,0.0,3.6875,0.1329113924050632,0.0189873417721519,0.0443037974683544,0.0,5.316455696202532,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5
4,3,4,3,4,LLM,155.0,1023.0,9.0,17.22222222222222,84.0,0.5419354838709678,14.347096774193542,0.0,4.0,26.0,0.0,10.0,2.9775280898876404,0.2222222222222222,0.0,3.6875,0.1329113924050632,0.0189873417721519,0.0443037974683544,0.0,5.316455696202532,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5
4,4,4,2,2,Human,102.0,617.0,10.0,10.2,60.0,0.5882352941176471,9.081960784313726,3.0,3.0,24.0,0.0,8.0,3.1416666666666666,0.1,0.2,1.5,0.0707070707070707,0.0505050505050505,0.0606060606060606,0.0101010101010101,4.898989898989899,0.0,0.0,3.5,3.5,2.5,4.0,4.0,4.0,2.5,3.5
4,4,4,3,4,LLM,102.0,617.0,10.0,10.2,60.0,0.5882352941176471,9.081960784313726,3.0,3.0,24.0,0.0,8.0,3.1416666666666666,0.1,0.2,1.5,0.0707070707070707,0.0505050505050505,0.0606060606060606,0.0101010101010101,4.898989898989899,0.0,0.0,3.5,3.5,2.5,4.0,4.0,4.0,2.5,3.5
4,4,4,3,2,Human,260.0,1614.0,12.0,21.666666666666668,121.0,0.4653846153846154,12.459999999999996,0.0,7.0,39.0,0.0,9.0,3.080808080808081,0.25,0.4166666666666667,1.362068965517241,0.106060606060606,0.0227272727272727,0.0416666666666666,0.0037878787878787,4.958333333333333,0.0227272727272727,0.0,4.0,4.0,4.0,4.0,3.5,4.0,4.0,3.5
4,4,4,3,3,LLM,260.0,1614.0,12.0,21.666666666666668,121.0,0.4653846153846154,12.459999999999996,0.0,7.0,39.0,0.0,9.0,3.080808080808081,0.25,0.4166666666666667,1.362068965517241,0.106060606060606,0.0227272727272727,0.0416666666666666,0.0037878787878787,4.958333333333333,0.0227272727272727,0.0,4.0,4.0,4.0,4.0,3.5,4.0,4.0,3.5
4,4,4,1,2,Human,221.0,1485.0,14.0,15.785714285714286,120.0,0.5429864253393665,14.0635294117647,3.0,9.0,43.0,0.0,11.0,3.142307692307692,0.0714285714285714,0.0,1.818181818181818,0.1192660550458715,0.0137614678899082,0.055045871559633,0.0,5.522935779816514,0.0091743119266055,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5
4,4,4,3,3,LLM,221.0,1485.0,14.0,15.785714285714286,120.0,0.5429864253393665,14.0635294117647,3.0,9.0,43.0,0.0,11.0,3.142307692307692,0.0714285714285714,0.0,1.818181818181818,0.1192660550458715,0.0137614678899082,0.055045871559633,0.0,5.522935779816514,0.0091743119266055,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5
4,4,4,2,2,Human,124.0,807.0,6.0,20.666666666666668,86.0,0.6935483870967742,14.254193548387091,0.0,3.0,18.0,0.0,12.0,2.8,0.0,0.0,2.4444444444444446,0.1031746031746031,0.0158730158730158,0.0714285714285714,0.0,5.26984126984127,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4,4,4,3,3,LLM,124.0,807.0,6.0,20.666666666666668,86.0,0.6935483870967742,14.254193548387091,0.0,3.0,18.0,0.0,12.0,2.8,0.0,0.0,2.4444444444444446,0.1031746031746031,0.0158730158730158,0.0714285714285714,0.0,5.26984126984127,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
3,3,3,2,2,Human,239.0,1334.0,11.0,21.727272727272727,97.0,0.405857740585774,8.448870292887026,0.0,6.0,50.0,0.0,11.0,3.2685512367491167,0.0,0.2727272727272727,0.6610169491525424,0.0209205020920502,0.0543933054393305,0.2301255230125523,0.0251046025104602,4.305439330543933,0.0,0.0,3.8,3.5,3.0,4.0,4.0,4.0,3.5,3.0
4,4,4,3,4,LLM,239.0,1334.0,11.0,21.727272727272727,97.0,0.405857740585774,8.448870292887026,0.0,6.0,50.0,0.0,11.0,3.2685512367491167,0.0,0.2727272727272727,0.6610169491525424,0.0209205020920502,0.0543933054393305,0.2301255230125523,0.0251046025104602,4.305439330543933,0.0,0.0,3.8,3.5,3.0,4.0,4.0,4.0,3.5,3.0
4,4,4,2,2,Human,263.0,1540.0,16.0,16.4375,97.0,0.3688212927756654,9.023878326996195,5.0,6.0,57.0,0.0,9.0,3.043189368770764,0.125,0.0,2.2564102564102564,0.032,0.008,0.064,0.0,4.588,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4,4,4,4,4,LLM,263.0,1540.0,16.0,16.4375,97.0,0.3688212927756654,9.023878326996195,5.0,6.0,57.0,0.0,9.0,3.043189368770764,0.125,0.0,2.2564102564102564,0.032,0.008,0.064,0.0,4.588,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
3,3,4,2,2,Human,277.0,1712.0,14.0,19.785714285714285,145.0,0.5234657039711191,11.339783393501804,0.0,7.0,59.0,0.0,11.0,3.069486404833837,0.4285714285714285,0.0,1.7058823529411764,0.0845588235294117,0.0330882352941176,0.0625,0.0,4.955882352941177,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5
3,2,4,3,3,LLM,277.0,1712.0,14.0,19.785714285714285,145.0,0.5234657039711191,11.339783393501804,0.0,7.0,59.0,0.0,11.0,3.069486404833837,0.4285714285714285,0.0,1.7058823529411764,0.0845588235294117,0.0330882352941176,0.0625,0.0,4.955882352941177,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5
3,3,4,2,2,Human,359.0,2247.0,19.0,18.894736842105264,139.0,0.3871866295264624,12.541727019498602,5.0,7.0,57.0,0.0,11.0,3.092233009708738,0.4736842105263157,0.2631578947368421,1.5588235294117647,0.1239669421487603,0.0413223140495867,0.0275482093663911,0.0,5.013774104683195,0.0220385674931129,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4,4,4,3,3,LLM,359.0,2247.0,19.0,18.894736842105264,139.0,0.3871866295264624,12.541727019498602,5.0,7.0,57.0,0.0,11.0,3.092233009708738,0.4736842105263157,0.2631578947368421,1.5588235294117647,0.1239669421487603,0.0413223140495867,0.0275482093663911,0.0,5.013774104683195,0.0220385674931129,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
3,3,4,2,2,Human,156.0,842.0,9.0,17.333333333333332,54.0,0.3461538461538461,7.896923076923073,0.0,3.0,11.0,0.0,7.0,2.8363636363636364,0.1111111111111111,0.0,2.032258064516129,0.0128205128205128,0.0,0.0641025641025641,0.0,4.32051282051282,0.0,0.0,4.0,4.0,3.5,4.0,4.0,4.0,3.5,3.5
4,4,4,3,3,LLM,156.0,842.0,9.0,17.333333333333332,54.0,0.3461538461538461,7.896923076923073,0.0,3.0,11.0,0.0,7.0,2.8363636363636364,0.1111111111111111,0.0,2.032258064516129,0.0128205128205128,0.0,0.0641025641025641,0.0,4.32051282051282,0.0,0.0,4.0,4.0,3.5,4.0,4.0,4.0,3.5,3.5
1,1,3,3,3,Human,235.0,1422.0,21.0,11.19047619047619,77.0,0.3276595744680851,6.042212765957444,4.0,6.0,58.0,0.0,6.0,3.262458471760797,0.0,0.0,4.782608695652174,0.0837004405286343,0.013215859030837,0.0484581497797356,0.0,4.47136563876652,0.0044052863436123,0.0,4.0,4.0,3.5,4.0,4.0,4.0,3.5,3.0
2,2,3,2,3,LLM,235.0,1422.0,21.0,11.19047619047619,77.0,0.3276595744680851,6.042212765957444,4.0,6.0,58.0,0.0,6.0,3.262458471760797,0.0,0.0,4.782608695652174,0.0837004405286343,0.013215859030837,0.0484581497797356,0.0,4.47136563876652,0.0044052863436123,0.0,4.0,4.0,3.5,4.0,4.0,4.0,3.5,3.0
4,4,4,2,2,Human,339.0,2342.0,21.0,16.142857142857142,183.0,0.5398230088495575,15.407079646017696,8.0,10.0,65.0,0.0,11.0,2.868354430379747,0.0,0.0952380952380952,2.0,0.0960960960960961,0.015015015015015,0.027027027027027,0.0,5.7657657657657655,0.012012012012012,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,3.5
4,4,4,3,3,LLM,339.0,2342.0,21.0,16.142857142857142,183.0,0.5398230088495575,15.407079646017696,8.0,10.0,65.0,0.0,11.0,2.868354430379747,0.0,0.0952380952380952,2.0,0.0960960960960961,0.015015015015015,0.027027027027027,0.0,5.7657657657657655,0.012012012012012,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,3.5
3,4,4,1,2,Human,135.0,847.0,8.0,16.875,77.0,0.5703703703703704,12.804148148148148,0.0,3.0,14.0,0.0,9.0,2.6041666666666665,0.75,0.25,1.1176470588235294,0.0514705882352941,0.0294117647058823,0.0514705882352941,0.0,5.125,0.0073529411764705,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,3.5
4,4,4,3,4,LLM,135.0,847.0,8.0,16.875,77.0,0.5703703703703704,12.804148148148148,0.0,3.0,14.0,0.0,9.0,2.6041666666666665,0.75,0.25,1.1176470588235294,0.0514705882352941,0.0294117647058823,0.0514705882352941,0.0,5.125,0.0073529411764705,0.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,3.5
4,4,4,1,2,Human,262.0,1512.0,20.0,13.1,142.0,0.5419847328244275,9.029618320610684,5.0,9.0,36.0,0.0,8.0,3.0454545454545454,0.0,0.25,0.5694444444444444,0.0972762645914396,0.046692607003891,0.1517509727626459,0.0155642023346303,4.657587548638133,0.0077821011673151,0.1,3.5,4.0,3.5,4.0,4.0,4.0,3.5,3.5
4,4,4,3,3,LLM,262.0,1512.0,20.0,13.1,142.0,0.5419847328244275,9.029618320610684,5.0,9.0,36.0,0.0,8.0,3.0454545454545454,0.0,0.25,0.5694444444444444,0.0972762645914396,0.046692607003891,0.1517509727626459,0.0155642023346303,4.657587548638133,0.0077821011673151,0.1,3.5,4.0,3.5,4.0,4.0,4.0,3.5,3.5
1,1,2,2,3,Human,306.0,1894.0,33.0,9.272727272727272,86.0,0.2810457516339869,10.489934640522875,10.0,12.0,73.0,0.0,12.0,2.750700280112045,0.3333333333333333,0.0,2.9545454545454546,0.0574324324324324,0.0,0.0304054054054054,0.0,5.033783783783784,0.0,0.0,3.8,4.0,3.2,3.5,1.5,3.0,2.5,3.5
1,1,3,2,3,LLM,306.0,1894.0,33.0,9.272727272727272,86.0,0.2810457516339869,10.489934640522875,10.0,12.0,73.0,0.0,12.0,2.750700280112045,0.3333333333333333,0.0,2.9545454545454546,0.0574324324324324,0.0,0.0304054054054054,0.0,5.033783783783784,0.0,0.0,3.8,4.0,3.2,3.5,1.5,3.0,2.5,3.5
3,4,3,2,3,Human,366.0,1997.0,20.0,18.3,117.0,0.319672131147541,7.418251366120213,8.0,10.0,48.0,0.0,10.0,3.3225806451612905,0.2,0.4,0.946808510638298,0.0449438202247191,0.0196629213483146,0.0758426966292134,0.0,4.384831460674158,0.0140449438202247,0.0,3.7,3.5,3.8,3.6,4.0,3.7,3.4,3.0
4,4,4,3,3,LLM,366.0,1997.0,20.0,18.3,117.0,0.319672131147541,7.418251366120213,8.0,10.0,48.0,0.0,10.0,3.3225806451612905,0.2,0.4,0.946808510638298,0.0449438202247191,0.0196629213483146,0.0758426966292134,0.0,4.384831460674158,0.0140449438202247,0.0,3.7,3.5,3.8,3.6,4.0,3.7,3.4,3.0
4,4,4,2,2,Human,238.0,1606.0,16.0,14.875,127.0,0.5336134453781513,14.47596638655462,6.0,8.0,50.0,0.0,10.0,3.007042253521127,0.0625,0.25,1.9,0.0717299578059071,0.0421940928270042,0.0210970464135021,0.0,5.510548523206751,0.0,0.0,4.0,4.0,3.5,4.0,4.0,4.0,3.5,3.0
4,4,4,3,3,LLM,238.0,1606.0,16.0,14.875,127.0,0.5336134453781513,14.47596638655462,6.0,8.0,50.0,0.0,10.0,3.007042253521127,0.0625,0.25,1.9,0.0717299578059071,0.0421940928270042,0.0210970464135021,0.0,5.510548523206751,0.0,0.0,4.0,4.0,3.5,4.0,4.0,4.0,3.5,3.0
3,3,4,2,2,Human,606.0,4009.0,24.0,25.25,173.0,0.2854785478547855,15.047524752475244,0.0,8.0,93.0,0.0,10.0,2.9130434782608696,0.1666666666666666,0.3333333333333333,2.396039603960396,0.072013093289689,0.0245499181669394,0.0327332242225859,0.0,5.364975450081833,0.0032733224222585,0.0,3.5,3.0,3.5,3.5,4.0,4.0,3.5,3.5
3,4,4,3,2,LLM,606.0,4009.0,24.0,25.25,173.0,0.2854785478547855,15.047524752475244,0.0,8.0,93.0,0.0,10.0,2.9130434782608696,0.1666666666666666,0.3333333333333333,2.396039603960396,0.072013093289689,0.0245499181669394,0.0327332242225859,0.0,5.364975450081833,0.0032733224222585,0.0,3.5,3.0,3.5,3.5,4.0,4.0,3.5,3.5
2,2,3,2,2,Human,251.0,1688.0,8.0,31.375,127.0,0.5059760956175299,15.889402390438246,0.0,8.0,38.0,0.0,13.0,3.3087248322147653,0.75,0.0,1.3114754098360657,0.0881226053639846,0.0268199233716475,0.0421455938697318,0.0,5.325670498084291,0.0,0.0,4.0,3.5,3.0,4.0,4.0,4.0,3.0,3.5
4,4,4,3,3,LLM,251.0,1688.0,8.0,31.375,127.0,0.5059760956175299,15.889402390438246,0.0,8.0,38.0,0.0,13.0,3.3087248322147653,0.75,0.0,1.3114754098360657,0.0881226053639846,0.0268199233716475,0.0421455938697318,0.0,5.325670498084291,0.0,0.0,4.0,3.5,3.0,4.0,4.0,4.0,3.0,3.5
4,4,4,2,2,Human,97.0,606.0,4.0,24.25,62.0,0.6391752577319587,13.228041237113402,0.0,2.0,10.0,0.0,9.0,3.1826923076923075,0.25,0.25,1.3636363636363635,0.0721649484536082,0.0309278350515463,0.0721649484536082,0.0,5.144329896907217,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4,4,4,3,4,LLM,97.0,606.0,4.0,24.25,62.0,0.6391752577319587,13.228041237113402,0.0,2.0,10.0,0.0,9.0,3.1826923076923075,0.25,0.25,1.3636363636363635,0.0721649484536082,0.0309278350515463,0.0721649484536082,0.0,5.144329896907217,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4,4,4,2,3,Human,170.0,1066.0,9.0,18.88888888888889,88.0,0.5176470588235295,11.825411764705883,0.0,8.0,26.0,0.0,11.0,3.025773195876289,0.4444444444444444,0.3333333333333333,1.5142857142857142,0.0647058823529411,0.0411764705882352,0.0588235294117647,0.0,4.964705882352941,0.0,0.1111111111111111,4.0,4.0,3.5,4.0,4.0,4.0,3.5,3.0
4,4,4,3,4,LLM,170.0,1066.0,9.0,18.88888888888889,88.0,0.5176470588235295,11.825411764705883,0.0,8.0,26.0,0.0,11.0,3.025773195876289,0.4444444444444444,0.3333333333333333,1.5142857142857142,0.0647058823529411,0.0411764705882352,0.0588235294117647,0.0,4.964705882352941,0.0,0.1111111111111111,4.0,4.0,3.5,4.0,4.0,4.0,3.5,3.0
4,4,4,3,2,Human,67.0,354.0,4.0,16.75,37.0,0.5522388059701493,5.865074626865674,0.0,2.0,12.0,0.0,10.0,2.702702702702702,0.25,0.5,1.9090909090909087,0.0634920634920634,0.0158730158730158,0.0,0.0,3.952380952380953,0.0,0.0,4.0,3.5,3.5,4.0,4.0,4.0,3.5,3.5
4,4,4,3,3,LLM,67.0,354.0,4.0,16.75,37.0,0.5522388059701493,5.865074626865674,0.0,2.0,12.0,0.0,10.0,2.702702702702702,0.25,0.5,1.9090909090909087,0.0634920634920634,0.0158730158730158,0.0,0.0,3.952380952380953,0.0,0.0,4.0,3.5,3.5,4.0,4.0,4.0,3.5,3.5
3,4,3,2,2,Human,199.0,1198.0,12.0,16.583333333333332,90.0,0.4522613065326633,9.98010050251256,6.0,9.0,38.0,0.0,10.0,3.390557939914163,0.0833333333333333,0.1666666666666666,1.5526315789473684,0.0362694300518134,0.0,0.0621761658031088,0.0,4.9067357512953365,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4,4,4,3,3,LLM,199.0,1198.0,12.0,16.583333333333332,90.0,0.4522613065326633,9.98010050251256,6.0,9.0,38.0,0.0,10.0,3.390557939914163,0.0833333333333333,0.1666666666666666,1.5526315789473684,0.0362694300518134,0.0,0.0621761658031088,0.0,4.9067357512953365,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
3,3,3,2,3,Human,627.0,4116.0,40.0,15.675,231.0,0.3684210526315789,13.464688995215308,20.0,22.0,104.0,0.0,11.0,3.2736111111111112,0.0,0.45,1.7130434782608697,0.1563517915309446,0.0439739413680781,0.019543973941368,0.0,5.425081433224756,0.0,0.0,4.0,4.0,3.5,4.0,4.0,4.0,3.5,3.5
4,4,4,3,4,LLM,627.0,4116.0,40.0,15.675,231.0,0.3684210526315789,13.464688995215308,20.0,22.0,104.0,0.0,11.0,3.2736111111111112,0.0,0.45,1.7130434782608697,0.1563517915309446,0.0439739413680781,0.019543973941368,0.0,5.425081433224756,0.0,0.0,4.0,4.0,3.5,4.0,4.0,4.0,3.5,3.5
